cosine similarity,target word
0.5510005290366873,former
0.5396574470789632,personal
0.5205143770931409,former
0.5198974056546957,old
0.5119988801291275,high
0.5033863822859869,typical
0.5014288656072374,former
0.500270432199628,experienced
0.49951781733033257,old
0.49812768175265887,former
