cosine similarity,target word
0.5808950662508389,former
0.5790667344264431,experienced
0.5697390150957151,former
0.5670268389278561,strong
0.5666956254602047,famous
0.5663880127432148,old
0.5649510512081336,young
0.558874860721877,legendary
0.5560403730569807,former
0.5518151113285032,personal
