cosine similarity,target word,cluster
0.5550024756633285,positive,1
0.5160835584904225,long,2
0.5114940738958291,old,2
0.5085706812858181,good,2
0.508427405303132,personal,1
0.5058698178103238,big,2
0.5049072389304532,good,2
0.5048033033755883,big,2
0.5030877202670136,fun,1
0.5019061396607463,personal,1
