cosine similarity,target word,cluster
0.501043914088129,good,2
0.4812286245551045,old,2
0.4727985454694036,positive,1
0.4666380163757785,big,2
0.4662018255449094,extra,2
0.4631516840435619,good,2
0.4613302878873477,extra,2
0.4583186329971943,solid,1
0.4554045558021176,old,2
0.4546147535161271,old,2
