Header,Body
2024 Grand Trail des Templiers Results: Caitlin Fielder and Thomas Cardin Victorious,"[Editor’s Note: This article was written by guest writer and runner,Deki Fourcin.] At 5:15 a.m. on the last day of the 2024 Festival des Templiers, the headlamps of 2,500 runners surged through the darkness as they began their journey through the heart of the Grands Causses Regional Natural Park in France’s Aveyron, for the 2024Les Templiers, or theGrand Trail des Templiersas it’s more formally called. Exactly 6 hours, 38 minutes, and 14 seconds later,Thomas Cardin(France) crossed the finish line to win the men’s race.Caitlin Fielder(New Zealand) dominated the women’s race, finishing in 7 hours, 42 minutes, and 24 seconds. After a rocky start to the week, when torrential rain and flooding threatened to disrupt the event, Sunday’s race was blessed with balmy temperatures, sunshine, and mostly dry trails. The course covers 80.4 kilometers (50 miles), with 3,429 meters (11,250 feet) of elevation gain, setting off from Millau and passing through the forests, canyons, and caves of the Causse Noir, the Causse Méjean, and the Larzac plateau before returning to Millau again. The race saw a significant increase in the prize money awarded to the top 10 finishers, with the first, second, and third places receiving €10,000, €4,000, and €3,000, respectively. The start of the 2024 Grand Trail des Templiers. Photo: Greg Alric The 2023 edition sawJulie Rouxfrom France and the U.K.’sJonathan Albonon the top step of the podium. With neither choosing to return to defend their titles, the door was wide open for two new names to be inscribed on the list of champions. Les Templiers is the climax of the three-day festival and is France’s oldest trail race. It’s known for drawing in a star-studded lineup, and in its 30th year, the 2024 edition was no exception. In the women’s race, fans were expecting a showdown between the French duo ofClémentine GeoffrayandBlandine L’Hirondel, but it wasAdeline Martin(France) who took the early lead, dominating the race through 65 kilometers (40 miles). Fielder bid her time, pouncing during the final section to take the lead. She increased her lead through the later stages, flying down the final descent into Millau and crossing the line as the champion. The French delegation was strong in the men’s race too, withThéo Détiennetaking an early lead beforeThomas Cardintook the reins around halfway through the race. Cardin, who finished fourth in 2023, was a strong favorite, and his win marked the end of a six-year drought of French winners in the men’s race. By the race finish, Cardin had totally run away with the race, finishing nearly 20 minutes ahead of second place. Adeline Martin(France) andJennifer Lichter(U.S.) passed through the 8k mark together, followed by Norway’sSylvia Nordskar, France’sBlandine L’Hirondel, and New Zealand’sCaitlin Fielder. By 23k, a lead group including Martin, L’Hirondel, and Lichter had formed, coming through just in front of Nordskar,Clémentine Geoffray, and Fielder. Martin used the next 500-meter climb to the Massabiau checkpoint at 29k to her advantage, pulling away slightly from L’Hirondel and Lichter. Hot on their heels, Geoffray and Fielder made sure that the podium stayed in sight. The passage through Roquesaltes at 44k saw Martin increase her lead to almost three minutes, with Lichter and L’Hirondel holding onto second and third positions. Over the halfway point of the course, but with more than half of the elevation gain left to climb, less than three minutes separated positions two to seven. Nothing could be taken for granted, and everything was still at play. Martin held on to the gap on the next descent and the climb up and over to the La Salvage checkpoint at 56k. L’Hirondel, Nordskar, Fielder, and Lichter continued their pursuit of Martin there. The group kept their positions through the next couple kilometers, but then after that Fielder and Nordskar moved up to second and third, closing in continuously on Martin. Fielder and Nordskar made their move on the steep descent into Massebiau at 70k, storming onto the next climb in first and second before Fielder disconnected from Nordskar to take the ultimate lead. L’Hirondel and Geoffray were also there, now battling for third place. At this point, longtime leader Martin had dropped back in the field by a bit. Some 10 kilometers later at the finish, Caitlin Fielder crossed the line in first, holding a narrow 2.5-minute lead on the rest of the field. Sylvia Nordskar remained the second-place woman, also by a fairly narrow margin to third place, Blandine L’Hirondel. Only 90 seconds later, Clémentine Geoffray finished fourth, and about 10 minutes passed before fifth-place Jennifer Lichter next crossed the line. After leading the race for so many kilometers, Adeline Martin ultimately took eighth. The 2024 Grand Trail des Templiers women’s podium (l-to-r): 2. Sylvia Nordskar, 1. Caitlin Fielder, 3. Blandine L’Hirondel. Photo: Cyrille Quintard Full results. Caitlin Fielder, the 2024 Grand Trail des Templiers women’s champion. Photo: Cyrille Quintard It was France’sThéo Détiennewho took charge early on, passing through the 8k checkpoint around a minute ahead of the pack. There was some trading of places in the early miles, but by 23k, Détienne was two minutes ahead ofThomas CardinandRobin Juillaguet, both of France. Just behind, the lead peloton of 11 runners was still going strong, leaving the way open for anyone hoping to make a move. By 29k, although the runners were less bunched, there wasn’t much change to the order, with the top three holding firm, followed byAziz Yachou(Morocco) andSébastien Spehler(France). The sun was rising over the mountain peaks as runners approached St. Andrée de Vezines at 36k, and a determined-looking Détienne came through the village after two hours and 44 minutes of racing, with Yachou, Cardin, and Juillaguet in hot pursuit, around 1.5 minutes later. Cardin used the passage to 44k to his advantage, catching up with the leader, then taking the lead during the descent after that. Yachou and Juillaguet had also gained on Détienne, meaning that with 30k to go, the top four runners were all within a minute of each other. The section up to La Salvage at 56k climbs onto the Larzac plateau, featuring technical singletrack and nearly 500 meters of elevation gain over 8k. For the first time, there was a clear distinction between the top three places, with six minutes separating Cardin, Yachou, and Juillaguet. By the time Cardin arrived at Mas de Bru, with 16k to go, it seemed that his victory would be undeniable, having extended his lead over Yachou to six minutes. Cardin continued to power on in his victory quest, storming tirelessly up the final climb. By the time he reached the top, 7k from the finish line, he was over 17 minutes ahead ofMiguel Arsénio(Portugal), who’d overtaken Yachou to move into second place. Next to the top, and right on the heels of Yachou, wasAndreu Simón(Spain), and just behind, Détienne, determined not to lose sight of the podium. Simón had started the race more easily, moving up into and through the top 10 as the race progressed. Here, he’d placed himself in podium contention. In the last kilometers, Simón overtook Yachou, to move into third place. This ultimately settled the top five positions for the last downhill to the finishing arch, with Thomas Cardin storming over the line ahead of second-place finisher Miguel Arsénio, followed by Andreu Simón in third place. Rounding out the top five were Aziz Yachou and early leader Théo Détienne. Sébastien Spehler ultimately finished well outside of the top 10. The 2024 Grand Trail des Templiers men’s podium (l-to-r): 2. Miguel Arsénio, 1. Thomas Cardin, 3. Andreu Simón. Photo: Cyrille Quintard Full results. Related articles:"
2024 Mountain Running World Cup Finals Trail Race Results: Kipngeno and Adkin Win Series,"The 2024Mountain Running World Cupfinished with a pair of competitive races in northern Italy. The Saturday, October 12 vertical kilometer (VK) race and the Sunday, October 13 trail race marked the end of this year’s 12-race series that spanned seven countries. It was a fitting end. Kenya’sPatrick Kipngeno(pre-raceandpost-raceinterviews) andJoyce Muthoni Njeruwon the race, while Kipngeno and the U.K.’sScout Adkin(pre-raceandpost-raceinterviews) won the series. Kipngeno and Adkin earned €5,000 for their world cup wins, part of a €30,000 prize purse that paid money 10 deep. TheWorld Mountain Running Championshipshappen every other year. The event was contested last year in Austria and will happen again in 2025 in Spain. Absent a world championships event in 2024, the Mountain Running World Cup Finals take on greater importance this year. The World Mountain Running Association administers both. The Sunday, October 13 trail race was contested as part of theVal Bregaglia Trailrace. The course stretched 23 kilometers long and with 850 meters of climbing and 900 meters of drop on a point-to-point course from Switzerland to Italy. Thanks to the World Mountain Running Association for supporting iRunFar’s 2024 Mountain Running World Cup Finals coverage. You can also check out our results article from the VK race:2024 Mountain Running World Cup Finals VK Results: Adkin and Elia Fastest to Top. Runners line up for the start of the Val Bregaglia Trail race, as part of the 2024 Mountain Running World Cup Finals. Photo: World Mountain Running Association/Nancy Hobbs Kenya’sJosphat Kiprotich(Kenya), this year’s Sierre-Zinal fourth-placer, pushed to an early lead, but with five kilometers to go, France’sThéodore Kleinwas an even bigger surprise leader. The 29-year-old Klein ran Sierre-Zinal this year too, finishing 205th. Call that a bad day, though; his better results include a third at this year’s European Off-Road Championships and a sub-30 minute 10,000-meter run as recently as 2021. Klein greatly outperformed that Sierre-Zinal result here. France’s Théodore Klein leads the 2024 Val Bregaglia Trail at 16 kilometers into the race. He was a pace pusher all race, and ultimately finished in third. Photo: iRunFar/Sarah Brady Series leaderPatrick Kipngeno(pre-raceandpost-raceinterviews) was right with Klein though, and Kipngeno was able to pull away over the race’s closing stages. Kipngeno won the race in 1:34:03, and won the series too. He was third in yesterday’s VK race as part of the weekend double. Kenya’s Patrick Kipngeno wins the 2024 Val Bregaglia Trail, in doing so securing his victory at the 2024 Mountain Running World Cup. Photo: iRunFar/Meghan Hicks Kipngeno raced seven times in the world cup this year. He won both Broken Arrow races at the start of the season, and won the Vertical Nasego and Trofeo Nasego races in Italy too as part of the world cup. He’s currently ranked second in the Golden Trail World Series ahead of that series’s final next weekend in Switzerland. Kenya’sPaul Machokaran down Klein before the finish too for a silver medal 1:34:22 finish, and Klein was third in 1:34:53. Paul Machoka runs in second early on in the 2024 Val Bregaglia Trail, the same position in which he’d ultimately finish. Photo: iRunFar/Meghan Hicks Kenya placed five runners inside the top 10 and Italy three inside the top 10. The top U.S. finisher was 12th-placeLiam Meirowin 1:37:51. Full results. Kenya’s Josphat Kiprotich leads the 2024 Val Bregaglia Trail early in the race. He went on to take fourth. Photo: iRunFar/Meghan Hicks The women’s race looked a lot like so many other shorter trail races this year. Kenya’sJoyce Muthoni Njeruwent to the front early and led for a lot of it. She finished in 1:47:45, just over a minute better than everyone else. It wasn’t enough to seal the series win though, as she narrowly lost out to the previous day’s winner,Scout Adkin(pre-raceandpost-raceinterviews) of the U.K. Joyce Muthoni Njeru of Kenya celebrates a win at the 2024 Val Bregaglia Trail. In a very close Mountain Running World Cup, she took second behind world cup winner Scout Adkin. Photo: iRunFar/Meghan Hicks Muthoni Njeru incredibly contested 10 of the 12 world cup races. She earned wins at both Broken Arrow races, Trofeo Nasego, and Šmarna Gora as part of her world cup season. She’s expected to race the Golden Trail World Series final next weekend in Switzerland, too. The U.K.’s Scout Adkin running late in the 2024 Val Bregaglia Trail, on her way to third place in the race, but a win at the Mountain Running World Cup. Photo: iRunFar/Sarah Brady Second for the second-straight day was Kenya’sPhilaries Jeruto Kisang(pre-race interview). She trailed Muthoni Njeru with a 1:48:51 finish, and the VK race winner, and overall world cup winner, Adkin, was third in 1:48:58. There were no U.S. women in the race. Philaries Jeruto Kisang of Kenya takes second at the 2024 Val Bregaglia Trail. This finish secured her a third place finish in the Mountain Running World Cup this year. Photo: iRunFar/Meghan Hicks Full results. Susanna Saapunki, a Finnish runner living in Italy, running near the lead during the 2024 Val Bregaglia Trail. She went on to take fifth. Photo: iRunFar/Meghan Hicks Related articles:"
2024 Mountain Running World Cup Finals VK Results: Adkin and Elia Fastest to Top,"After 10 races across seven countries, the 2024Mountain Running World Cupwraps up with a pair of finals on back-to-back days in Italy. Up first, theKilometro Verticale Lagùncran on Saturday, October 12, where the U.K.’sScout Adkin(pre-raceandpost-raceinterviews) and Italy’sAndrea Eliaemerged as uphill champions. TheWorld Mountain Running Championshipshappen every other year. The event was contested last year in Austria and will happen again in 2025 in Spain. Absent a world championships event in 2024, the Mountain Running World Cup Finals take on greater importance this year. The World Mountain Running Association administers both. A true vertical kilometer (VK), the uphill race gained 1,000 meters over 3.3 kilometers in distance. With a history dating back to 1986, it is the oldest VK race in the world. The course took runners from Chiavenna to Lagùnc, Italy, and was run in a time-trial format with runners sprinting from the start every 15 seconds. It was a cool morning with some rain and mist, making for fine conditions, if a little bit slippery on some sections of the course. Finally, this VK served as the 2024 Italian VK National Championships, which brought some additional competition. Many of the runners doubled back on Sunday, October 13, to run theVal Bregaglia Trailrace to conclude the series. Read ourresults articlefor that full race story. Thanks to the World Mountain Running Association for supporting iRunFar’s 2024 Mountain Running World Cup Finals coverage. The 2024 Kilometro Verticale Lagùnc finish line, located above the town of Chiavenna, in northern Italy. It was the first certified VK course, established in 1986. Photo: iRunFar/Meghan Hicks In all, the women’s field’s start was spread over 46 minutes, and the top women started at the back of the field. World cup series leaderJoyce Muthoni Njeru(Kenya) went third to last, and was followed from the start line by the U.K.’sScout Adkin(pre-raceandpost-raceinterviews) and Kenya’sPhilaries Kisang Jeruto(pre-race interview). Adkin and Kisang, Muthoni Njeru’s chief rivals in the series, were ranked second and third in the world cup before the race. Scout Adkin ran away with the win at the 2024 Kilometro Verticale Lagùnc, as part of the Mountain Running World Cup Finals. Photo: iRunFar/Meghan Hicks Further up in the start order, nearly 30 minutes before Muthoni Njeru started,Paola Stampanoni(Switzerland) was greatly outrunning her start position and passed more women than anyone else on her race to the top. In September, Stampanoni was second at the Skyrunning World Championships Vertical race. Switzerland’s Paola Stampanoni working hard on her way to third place at the Mountain Running World Cup Finals Vertical Kilometer. Photo: iRunFar/Sarah Brady The time-trial format makes finish ranks uncertain to spectators at the top, but both Adkin and Jeruto Kisang ran down favorite Muthoni Njeru and hit the high-point finish comfortably ahead of the series leader. Adkin won the race in 37:57, ahead of Jeruto Kisang’s 38:35. Adkin had a commanding 38-second lead when the finish times flashed. It was Adkin’s third world cup win of the year, on top of a strong second-place finish at Sierre-Zinal this year. Philaries Jeruto Kisang works her way toward second place at the 2024 Kilometro Verticale Lagùnc in the Mountain Running World Cup Finals. Photo: iRunFar/Meghan Hicks Always on the podium, Jeruto Kisang had to settle for just that, another podium finish. Her runner-up spot matched last year’s silver medal at the 2023 World Mountain Running Championships Uphill race. Stampanini’s surprise early-in-the-race 39:13 split held up as third best. Series leader and 2024 star across both the Mountain Running World Cup and the Golden Trail World Series, Muthoni Njeru was just fifth on the day in 39:55. That was, however, enough for her to hold onto her world cup series lead heading into the next day final race. Kenya’s Joyce Muthoni Njeru finished fifth at the 2024 Mountain Running World Cup Finals Vertical Kilometer, retaining the top position in the world cup. Photo: iRunFar/Meghan Hicks The top U.S. finisher was 11th-placeRachel Tomajczykin 41:55. Full results. Rachel Tomajczyk (left) and Lauren Gregory took 11th and 12th at the 2024 Mountain Running World Cup Finals Vertical Kilometer. Photo: iRunFar/Meghan Hicks The men were second to challenge the mountain. The first man left the start line at 10:01 a.m. and another followed every 15 seconds clear up through 11:43 a.m. As with the women, the top men went last. The world cup series leader, Kenya’sPatrick Kipngeno(pre-raceandpost-raceinterviews), started fourth to last. The U.S.’sJoseph Gray(pre-race interview), as with Kipngeno, a former uphill world champion, was seventh to last, and second in the world cup rankings. Kenya’sPhilemon Kiriago(pre-race interview), was ninth to last at the start line. As with the women’s race, there was rain and mist alternately throughout, making for wet terrain on the climb. Italy’s Andrea Elia, the 2024 Kilometro Verticale Lagunc champion, which was part of the Mountain Running World Cup Finals. Photo: iRunFar/Meghan Hicks The world cup has been dominated by Kenyan runners this year, and the country had six runners in the field. At the finish, though, it was the host country that starred. Italy placed four runners inside the top seven. When the race organizers laid out this start order, somehow they absolutely nailed it. Just fifth at last week’s 2024 Šmarna Gora race in Slovenia,Andrea Elia(Italy) started the race second to last.Henri Aymonod(Italy), an uphill powerhouse who won last year’s race here, went last from the starting line. Italy’s Henri Aymonod looks calm on his way to taking second at the 2024 Mountain Running World Cup Finals VK. Photo: iRunFar/Sarah Brady Those two ran down Kipngeno, all the other Kenyan runners, Gray, and everyone else in front of them. Elia hit the top after 31:08 and Aymonod was only seven seconds behind in 31:15. Italy thus stood atop both the gold- and silver-medal podium positions. Kipngeno, last year’s World Mountain Running Uphill Champion, was third in 31:50. As with Muthoni Njeru in the women’s race, that did score enough points to still lead the overall series heading into the next day’s final race on October 13. Patrick Kipngeno of Kenya took third at the 2024 Mountain Running World Cup Finals Vertical Kilometer, and retained his lead in the world cup. Photo: iRunFar/Meghan Hicks Christian Allenled the U.S. in ninth at 33:09, and Gray was 19th in 34:22. World cup series #2, Kiriago, was just 12th in the race in 33:38. Women’s winner Scout Adkin’s brother,Jacob Adkin(U.K.), was 17th in the men’s race in 34:14. Christian Allen was the top American at the 2024 Mountain Running World Cup Finals Vertical Kilometer. He took ninth. Photo: iRunFar/Meghan Hicks Full results. The 2024 Kilometro Verticale Lagùnc men’s podium (left-to-right): 2. Henri Aymonod, 1. Andrea Elia, and 3. Patrick Kipngeno. Photo: iRunFar/Meghan Hicks Related articles:"
Mammoth Trail Fest 26k Results: Joyce Muthoni Njeru and Elhousine Elazzaoui Dominate,"The eighth race of the 2024 Golden Trail World Series, and the last before the final, theMammoth Trail Fest 26kkicked off in Mammoth Lakes, California, at 10 a.m. on Sunday, August 22. The 16.1-mile course, starting and ending in Mammoth Village, has more than 3,900 feet of climbing and tops out at 11,053 feet, making it a proper high-altitude race. Racers were greeted with cool, clear, and sunny conditions on race morning. The women started 20 minutes ahead of the men, providing them with their own race. Golden Trail World Series leaderJoyce Muthoni Njeruof Kenya took the early lead and never gave it up, finishing nearly three minutes ahead of Romania’sMădălina Florea. In the men’s race, the top four in the series standings ran together earlier on beforeElhousine Elazzaouiof Morocco andPatrick Kipngenoof Kenya pulled away over the summit of Mammoth Mountain and ran together for the rest of the race to a sprint finish, where Elazzaoui came away with the win. The event is the queen event of the three-day Mammoth Trail Fest event. With a $21,000 prize purse up for grabs and prize money going 10 deep — as well as points leading into the Golden Trail World Series final up for grabs — the field was filled with some of the best shorter-distance trail racers vying for the top spot on the podium. After leaving the village, the single-loop course climbs steeply to the top of Mammoth Mountain in the first 7.5 miles, gaining nearly all of its elevation in the span of three miles along the Dragon’s Back. From the summit, it drops steeply to the McCoy aid station, tackling the new Bullet downhill, before starting a more gradual descent on mountain bike trails back into the village for a final romp through the streets to the finish line. Joyce Muthoni Njeruof Kenya, the current leader of the Golden Trail World Series, didn’t waste any time, taking off from the start to establish an early lead in the women’s race. By the first aid station at Twin Lakes, 3.6 miles and 25:21 in, but before any of the steep climbing, she’d already opened up an 18-second gap on second-placeMădălina Floreaof Romania and a 39-second gap on third-placeLauren Gregory. Joyce Muthoni Njeru, the 2024 Mammoth Trail Fest 26k women’s winner. Photo: Sarah Attar Muthoni Njeru reached the summit of Mammoth Mountain, 7.5 miles into the race, at 1:14:29, leading Florea by more than two minutes. But coming over the top, Florea opened up her stride, not ready to surrender the race. Behind them, on the steep, rocky, and switchbacking climb up to the summit of Mammoth Mountain,Rachel Drakeput in a huge effort to move into third over the summit, two and a half minutes behind Florea and with a 17-second lead onAnna Gibsonin fourth place. Gregory was just another 30 seconds back in fifth, the spots for the podium still up for grabs on the long downhill. Florea held a fast pace on the initial miles of the downhill, looking to be running much more aggressively than Muthoni Njeru on the wider open sections on the ski resort, but was unable to close the gap. Coming into the McCoy checkpoint at 11.1 miles in 1:37:24, Muthoni Njeru held a 2:09 lead on Florea, while Drake and Gibson ran together another 4:38 back. Gregory was only a minute back from the duo, still within reach of third. After McCoy, racers faced the Bullet downhill, a newly added section of steep and technical downhill on the course. The steeper sections didn’t slow anyone down, and as the race reached the flatter mountain bike trails, Muthoni Njeru continued to hold a strong pace in the lead, reaching the Garage checkpoint at mile 14.8 in 1:56:45. Florea was 1:56 behind with a significant six-minute gap over third-place Drake and fourth-place Gibson, who continued to run together. Joyce Muthoni Njeru cruised into the finish without any pressure with a time of 2:11:56, taking her third win in the series and further padding her overall series lead, and Mădălina Florea finished second in 2:14:51, after taking a fall and cutting her knee. Anna Gibson used her background in the track to pull away from Drake on the gradual downhill to take third. (In 2023, Ostrander was suspended for four months after testing positive for canrenone, a metabolite of spironolactone, after it was determined that she mistakenly took the drug without first obtaining a World Anti-Doping Agency Therapeutic Use Exemption.) Full results. It didn’t take long for the top four men in the Golden Trail World Series standings to separate themselves from the rest of the field.Philemon Ombogo Kiriagoof Kenya andRémi Bonnetof Switzerland pushed the pace on the relatively flat early miles, withElhousine Elazzaouiof Morocco andPatrick Kipngenoof Kenya chasing. The group came through the first aid station at Twin Lakes around 22 minutes into the race within 10 seconds of each other, and 15 seconds clear of the rest of the field. Last year’s winner and course-record holder, Bonnet, was just 48 hours clear of winning the vertical kilometer (VK) race and had stated in a pre-race interview that he planned to stay with the leaders early on before launching an attack on the climb, hoping to create a gap big enough to hold off the rest of the field before the downhill. But when the climbing started, Elazzaoui, Kipngeno, and Ombogo Kiriago pushed the pace and opened up a gap on the defending champion. Kipngeno was the first to the summit in 1:01:50, just three seconds up on Elazzaoui, who is known for his descending prowess. The duo had opened up a significant 1:40 gap over Bonnet, who looked to be struggling, potentially dealing with fatigue from his VK effort two days prior, and Ombogo Kiriago, who also dropped off the pace, another 40 seconds back. In the early miles of the downhill, Elazzaoui let Kipngeno set the pace on the twisting singletrack, and the two came into the McCoy checkpoint at 11.1 miles together in 1:21:38. Elazzaoui continued to stay behind Kipngeno, letting small gaps open before cutting the apex of the corners, taking slightly shorter routes to repeatedly close the gap. When the two came to the new, and steep, Bullet Downhill section, Elazzaoui, who had been clearly biding his time, made his move and quickly opened a significant gap with only a few miles to go. At the Garage checkpoint, Elazzaoui, who is not known for liking to lead alone, was back with Kipngeno with 2.3 miles to go, setting the pair up for a sprint finish. Behind them, Bonnet was three minutes back. In the final streets, Elazzaoui opened up the sprint first, and when Kipngeno tried to get by on the inside of a corner, he found himself blocked by the Moroccan and had to hit the brakes. Elazzaoui took the win in 1:49:35 and also took the overall lead for the Golden Trail World Series going into the final. Ombogo Kiriago came in third ahead of last year’s winner Bonnet. Elhousine Elazzaoui wins the sprint finish with Patrick Kipngeno, to take victory at the 2024 Mammoth Trail Fest 26k. Photo: Sarah Attar Full results. Related articles:"
2024 Run Rabbit Run 100 Mile Results: Mann Sets Course Record and Lockwood Secures Second Victory,"TheRun Rabbit Run 100 Milehas been a quintessential American fall 100 miler for years, both for its mountain fall scenery and competitive dynamics, and the 2024 edition was no different. In the men’s race,Richard Lockwoodran away with his second win, backing up his 2022 victory with an even faster and more dominant performance. In the women’s race, CanadianEmilie Mannset a new course record by running 19:48:05, in doing so bestingMichele Yates’smark of 20:16:54, which had stood since 2013, by more than 27 minutes. For 2024, the event experienced good weather, with warm daytime conditions leading to a cool to cold night, all normal for a mid-September weekend in Steamboat Springs, Colorado. The Run Rabbit Run 100 Mile course is about 101.5 miles long, with 20,300 feet of climbing, and takes place at altitudes ranging from about 6,600 to 10,600 feet. Uniquely, this event hosts two starts, one for the speedier “hares” and another for the steady “tortoises.” The hares’ race began on Friday, September 13, at 1 p.m. local time and had a 30-hour cutoff. Also uniquely, this event hosts a huge prize purse — over $100,000 in total — with $15,000 going to the men’s and women’s winners, prize money seven deep in both races, and a host of other dollars doled out for preems, a team event, masters and senior runners, and more. The start of the 2024 Run Rabbit Run 100 Mile. Photo: Kellie Thompson/Hidden Antelope Photography/@hiddenantelope In the early race miles, eventual men’s champ and 2022 victorRichard Lockwoodseemed content to run as either the leader or a close chaser. To those of us watching from the outside, he seemed to be patiently passing the miles until the other men around him dropped back one by one. The last man fell behind somewhere before mile 71, and from there, Lockwood exerted utter dominance over the men’s field. His lead grew slowly at first, and rapidly in the race’s final miles, until he crossed the line in 17:24:41. This was about 47 minutes clear of the second man and 35 minutes faster thanhis 2022 victory. Richard Lockwood, 2024 Run Rabbit Run 100 Mile men’s champion, greeted at the finish by race director Fred Abramowitz. Photo: Kellie Thompson/Hidden Antelope Photography/@hiddenantelope Men’s second-place finisherAdam Loomisavenged a drop at this event last year with a solid start-to-finish performance that saw him pushing the men’s leaders in the race’s first half before clearly demarcating the second-place position in the race’s final third. His 18:12:17 was well clear of third place. With three prior finishes at this event, including fifth and sixth places,Christopher Hammesknows how to run this race. Letting some of the racing games happen around him while running in the middle of the men’s top 10 for most of the race, he moved into his ultimate third-place position after mile 82 to finish in 18:56:34, close to an hour faster than his best prior finish. This follows a win at the 2024 High Lonesome 100 Mile less than two months ago. Tyler GreenandNicholas Lightbodyrounded out the men’s top five. With this finish, Green caps off a summer 100-mile double that saw him take seventh at the 2024 Western States 100 before finishing fourth at this race, and Lightbody continuing to develop his trail-ultra career, following up on sixth at the Black Canyon 60k and second at the Canyons by UTMB 100 Mile in 2024. Full results. In winning the women’s race,Emilie Mannof Canada made event history, setting a new course record and besting a record time that had stood for 11 years. Her approach was to chill among the lead women early, run a steady middle race, and totally slay the final miles. At the top of the first climb, Mann arrived among a passel of fast women, running a minute and change behind earliest leader and course record holderMichele Yates. As late as mile 89, Mann was still running in second place behind then-leaderLeah Yinglingbefore assuming the lead, running away with things, and finishing in 19:48:05, a win of over 30 minutes. Second-place Yingling put up a heckuva fight, running among the top women early, assuming the women’s lead for some of the race’s middle to late miles, and ultimately taking second in 20:19:24, just 2.5 minutes shy of the prior course record. This possibly closes a big year of racing for Yingling, which has included participating in the lululemon FURTHER six-day event in the spring and taking 10th at the 2024 Western States 100 in the summer. Shea Aquilanocrossed the line to finish in third place in the women’s race, but was marked later as a DNF. Her social media explains that she went off course for about two miles, but didn’t know until after the finish. Barrett Graywas, thus, retroactively moved up into third position, in what looks to be her 100-mile debut. Nicole Laughtontook fourth, whileStacey Marionwas the fifth woman. For Laughton, this performance follows up on past wins at events like the Rocky Raccoon 100 Mile and Arkansas Traveler 100 Mile in recent years. And Marion caps off a big summer here following a finish at the Broken Arrow Skyrace 46k and a win at the Tushars Mountain Runs 100k. Emilie Mann, 2024 Run Rabbit Run 100 Mile women’s champ, on the first climb. Photo: Kellie Thompson/Hidden Antelope Photography/@hiddenantelope Full results. Related articles:"
