cosine similarity,target word
0.501043914088129,good
0.4812286245551045,old
0.47279854546940364,positive
0.4666380163757785,big
0.4662018255449094,extra
0.46315168404356194,good
0.46133028788734776,extra
0.4583186329971943,solid
0.4554045558021176,old
0.4546147535161271,old
