cosine similarity,target word,cluster
0.5510005290366873,former,2
0.5396574470789632,personal,1
0.5205143770931409,former,2
0.5198974056546957,old,2
0.5119988801291275,high,2
0.5033863822859869,typical,2
0.5014288656072374,former,1
0.500270432199628,experienced,1
0.4995178173303325,old,2
0.4981276817526588,former,1
