cosine similarity,target word
0.5550024756633285,positive
0.5160835584904225,long
0.5114940738958291,old
0.5085706812858181,good
0.508427405303132,personal
0.5058698178103238,big
0.5049072389304532,good
0.5048033033755883,big
0.5030877202670136,fun
0.5019061396607463,personal
