cosine similarity,target word,cluster
0.5808950662508389,former,2
0.5790667344264431,experienced,1
0.5697390150957151,former,2
0.5670268389278561,strong,1
0.5666956254602047,famous,2
0.5663880127432148,old,2
0.5649510512081336,young,1
0.558874860721877,legendary,1
0.5560403730569807,former,1
0.5518151113285032,personal,1
